verteice, computing, H2D, D2H, I/O Read, I/O Write, execution time
5000,	5130.351562,	17.330112,	15.320800,	342.496490,	917.525085, 6423.023926
5000,	9194.350586,	17.191776,	15.298048,	349.891327,	933.272095, 10510.003906
5000,	11234.978516,	17.167969,	15.272640,	349.983521,	927.231689, 12544.633789
